Material,Application,TML_Pct,WVR_Pct,CVCM_Pct,RML_Pct,Year,SpaceX_Classification,Data_Ref,Manufacturer,Time_1,Temp_1,ATM_1,Time_2,Temp_2,ATM_2,Time_3,Temp_3,ATM_3,Time_4,Temp_4,ATM_4,Raw_Application
SPECTRUM 2000 CM CLEAR ACRYLIC VISIBLE LIGHT CURE,Potting,1.62,0,0.03,1.06,1985,Rationale Code A (up to 2 sq-in),GSFC14854,KEN,,,,,,,,,,,,,POTTING
SPECTRUM 2000 CM CLEAR ACRYLIC VISIBLE LIGHT CURE,Potting,1.57,0,0.03,0.89,1985,Pass,GSFC14974,KEN,24H,65.0,AIR,,,,,,,,,,POTTING
SPECTRUM 2000 CM CLEAR ACRYLIC VISIBLE LIGHT CURE,Potting,1.33,0,0.01,0.67,1985,Pass,GSFC15000,KEN,,,,,,,,,,,,,POTTING
SPECTRUM 2000 FMG GREEN ACRYLIC VISIBLE LIGHT CURE,Potting,0.78,0,0.01,0.51,1985,Pass,GSFC14857,KEN,,,,,,,,,,,,,POTTING
SPEED-O-PAQUE RED OPAQUEING LIQUID,Marking Fluid,5.72,0,0.00,5.13,1976,Rationale Code B (up to 0.25 sq-in),GSFC08027,GMB,24H,25.0,AIR,,,,,,,,,,MARKING FLUID
SPEEDBOARD C PREPREG EXPANDED PTFE W CYANATE ESTER,Laminate,0.36,0,0.00,0.04,1997,Pass,GSFC24813,WLG,65M,220.0,PSI,,,,,,,,,,LAMINATE
SPEEDBOARD C PREPREG EXPANDED PTFE W CYANATE ESTER,Laminate,0.37,0,0.00,0.14,1997,Pass,GSFC24816,WLG,65M,180.0,PSI,,,,,,,,,,LAMINATE
SPEEDBOARD N PREPREG EXPANDED PTFE W EPOXY RESIN,Laminate,0.61,0,0.00,0.26,1997,Pass,GSFC24819,WLG,90M,177.0,PSI,,,,,,,,,,LAMINATE
SPENKEL M86-50CX POLYURETHANE,Conformal Coat,8.72,,0.02,8.72,1972,Rationale Code B (up to 0.25 sq-in),GSFC03904,SPK,7D,25.0,AIR,,,,,,,,,,CONF COAT
SPEREX SP-101 VHT HIGH TEMP COATING-WHITE SILICONE,Paint,3.44,0,0.83,3.29,1975,Rationale Code B (up to 0.25 sq-in),GSFC06656,SPX,7D,25.0,AIR,,,,,,,,,,PAINT
SPEREX SP-101 VHT HIGH TEMP COATING-WHITE SILICONE,Paint,0.29,0,0.01,0.11,1975,Pass,GSFC06659,SPX,15M,25.0,AIR,15M,121.0,AIR,1H,316.0,AIR,,,,PAINT
SPIRAP NYLON CABLE WRAP 500013,Cable Wrap,3.03,1,0.05,1.53,1975,Rationale Code A (up to 2 sq-in),GSFC06413,AMP,,,,,,,,,,,,,CABLE WRAP
SPIROL LAMINATED SHIM (GLYCOL POLYTHYLENE TERPTHALATE),Shim Stock,0.29,0,0.00,0.10,2004,Pass,GSFC28912,SPW,,,,,,,,,,,,,SHIM STOCK
SPONGE RUBBER NEOPRENE MIL R6130B TYPE 1 BLACK,Damper,14.10,0,4.92,13.70,1978,Rationale Code B (up to 0.25 sq-in),GSFC09811,ELM,,,,,,,,,,,,,DAMPER
SPONGE RUBBER NEOPRENE MIL R6130B TYPE 1 BLACK,Damper,2.74,0,1.60,2.46,1978,Rationale Code B (up to 0.25 sq-in),GSFC09889,ELM,24H,125.0,E-7,,,,,,,,,,DAMPER
SPONGE RUBBER RED SILICONE,Gasket,0.52,0,0.21,0.49,1980,Rationale Code B (up to 0.25 sq-in),GSFC10856,ZZZ,,,,,,,,,,,,,GASKET
SPONGE RUBBER RED SILICONE,Gasket,0.08,0,0.02,0.07,1980,Pass,GSFC11111,ZZZ,24H,200.0,E-2,,,,,,,,,,GASKET
SPONGE RUBBER RED SILICONE,Gasket,0.05,0,0.01,0.04,1980,Pass,GSFC11114,ZZZ,48H,200.0,E-2,,,,,,,,,,GASKET
SPONGE RUBBER RED SILICONE MEDIUM GRADE/F,Gasket,0.32,0,0.02,0.21,1995,Pass,GSFC22759,SAA,,,,,,,,,,,,,GASKET
SPONGE RUBBER RED W SR500 ADHESIVE/F,Insulation,1.08,0,0.22,1.03,1995,Rationale Code B (up to 0.25 sq-in),GSFC22525,SAA,7H,250.0,AIR,,,,,,,,,,INSULATION
SPONGE RUBBER SILICONE AMS 3195 0.031#/CU IN,Damper,0.91,0,0.40,0.86,1975,Rationale Code B (up to 0.25 sq-in),GSFC06700,SRC,,,,,,,,,,,,,DAMPER
SPONGE RUBBER SILICONE AMS 3195 0.031#/CU IN,Damper,0.71,0,0.40,0.66,1975,Rationale Code B (up to 0.25 sq-in),GSFC06703,SRC,24H,138.0,AIR,,,,,,,,,,DAMPER
SPONGE RUBBER SILICONE AMS 3195 0.031#/CU IN,Damper,0.07,0,0.00,0.04,1975,Pass,GSFC06804,SRC,22H,177.0,AIR,,,,,,,,,,DAMPER
SPONGE RUBBER SILICONE MIL ZZ-R-765 RED,Damper,0.83,0,0.40,0.78,1978,Rationale Code B (up to 0.25 sq-in),GSFC09808,GRE,,,,,,,,,,,,,DAMPER
SPONGE RUBBER SWS269/SE546 AS 1/1 BW SILICONE,Damper,0.53,0,0.25,0.51,1975,Rationale Code B (up to 0.25 sq-in),GSFC06884,CWR,,,,,,,,,,,,,DAMPER
SPONGE RUBBER SWS269/SE546 AS 1/1 BW SILICONE,Damper,0.48,0,0.23,0.47,1975,Rationale Code B (up to 0.25 sq-in),GSFC06887,CWR,42H,177.0,AIR,,,,,,,,,,DAMPER
SPONGINE RUBBER CABLE EXT BRAID ONLY RERUN GSFC5553,Restraint,2.16,,0.07,2.16,1974,Rationale Code A (up to 2 sq-in),GSFC05587,ZZZ,24H,125.0,E-7,,,,,,,,,,RESTRAINT
SPONGINE RUBBER CABLE EXTERNAL BRAIDED COVER ONLY,Restraint,4.15,,0.27,4.15,1974,Rationale Code B (up to 0.25 sq-in),GSFC05553,ZZZ,,,,,,,,,,,,,RESTRAINT
SPONGINE RUBBER CABLE INTERNAL RUBBER ONLY,Restraint,1.98,,0.34,1.98,1973,Rationale Code B (up to 0.25 sq-in),GSFC05551,ZZZ,,,,,,,,,,,,,RESTRAINT
SPRAY 77 ADHESIVE,Adhesive,2.99,0,1.53,2.93,1992,Rationale Code B (up to 0.25 sq-in),GSFC20276,MMM,2H,121.0,AIR,2H,177.0,AIR,,,,,,,ADHESIVE
SPRAY-LAT 1071B STRIPPABLE COATING,Coating,3.84,,0.81,3.84,1971,Rationale Code B (up to 0.25 sq-in),GSFC02818,SPL,24H,25.0,AIR,,,,,,,,,,COATING
SPRAY-SEAL M-V ULTRA HIGH VAC SEALANT,Sealant,2.37,0,0.66,2.37,1984,Rationale Code B (up to 0.25 sq-in),GSFC13831,MAV,,,,,,,,,,,,,SEALANT
SPRAYLAT 8EP-611 LEAD CHROMATE FREE BLACK EPOXY/F,Primer,2.59,0,0.16,2.40,1993,Rationale Code B (up to 0.25 sq-in),GSFC21323,SPL,10M,121.0,AIR,7D,25.0,AIR,,,,,,,PRIMER
SPRING/COMPRESSION ADIPRENE L100 P/N P0250-0500-60A,Mold Compound,0.82,0,0.08,0.49,1994,Pass,GSFC21697,UNC,,,,,,,,,,,,,MOLD CPND
SR 1000 ONE PART GREEN SOLDER RESIST/F,Mask,1.62,0,0.19,0.74,1985,Rationale Code B (up to 0.25 sq-in),GSFC14507,HYS,1H,149.0,AIR,,,,,,,,,,MASK
SR 1010 ONE PART GREEN SOLDER RESIST/F,Mask,1.53,0,0.16,0.67,1985,Rationale Code B (up to 0.25 sq-in),GSFC14510,HYS,1H,149.0,AIR,,,,,,,,,,MASK
SR 165/MICA/IRON OXIDE/ALUM SILICATE COATING,Coating,0.30,0,0.00,0.28,1981,Pass,GSFC12190,DEX,12H,300.0,AIR,,,,,,,,,,COATING
SR 17 SILICONE VARNISH,Coating,1.22,,0.80,1.22,1964,Rationale Code B (up to 0.25 sq-in),SRI10914,GEC,24H,150.0,AIR,,,,,,,,,,COATING
SR 2020/CAT 10 AS 1/1 BW GREEN SOLDER RESIST/F,Mask,1.06,0,0.03,0.59,1985,Pass,GSFC14537,HYS,20M,149.0,AIR,,,,,,,,,,MASK
SR 2030/CAT 11 AS 1/1 BW GREEN SOLDER RESIST/F,Mask,4.79,0,0.00,4.30,1986,Rationale Code B (up to 0.25 sq-in),GSFC15834,HYS,15M,150.0,AIR,,,,,,,,,,MASK
SR 2030/CAT 11 AS 1/1 BW GREEN SOLDER RESIST/F,Mask,3.35,0,0.01,2.69,1986,Rationale Code A (up to 2 sq-in),GSFC15897,HYS,30M,135.0,AIR,,,,,,,,,,MASK
SR 220 SILICONE VARNISH,Coil Coating,3.76,,2.71,3.76,1964,Rationale Code B (up to 0.25 sq-in),SRI10916,GEC,5H,150.0,AIR,,,,,,,,,,COIL COATING
SR 220 SILICONE VARNISH,Coil Coating,3.52,,2.86,3.52,1964,Rationale Code B (up to 0.25 sq-in),SRI10917,GEC,24H,150.0,AIR,,,,,,,,,,COIL COATING
SR 240 SILICONE LEAFING ALUMINUM,Paint,0.58,0,0.19,0.57,1981,Rationale Code B (up to 0.25 sq-in),GSFC11547,GEC,48H,25.0,AIR,48H,99.0,AIR,,,,,,,PAINT
SR 240 SILICONE LEAFING ALUMINUM,Paint,0.74,0,0.24,0.74,1981,Rationale Code B (up to 0.25 sq-in),GSFC11549,GEC,48H,25.0,AIR,96H,71.0,E-3,,,,,,,PAINT
SR 240 SILICONE LEAFING ALUMINUM,Paint,0.72,0,0.18,0.63,1981,Rationale Code B (up to 0.25 sq-in),GSFC11642,GEC,48H,25.0,AIR,8D,71.0,E-3,,,,,,,PAINT
SR 2702-75 VITON PER MIL R83248 TYPE 2 CLASS 1,Dust Seal,0.16,,0.00,0.16,1972,Pass,GSFC04474,STI,,,,,,,,,,,,,DUST SEAL
SR 2724-75 VITON E-60,Seal,0.46,0,0.00,0.18,1980,Pass,GSFC11294,STI,24H,260.0,AIR,,,,,,,,,,SEAL
SR 290 SILICONE (SR 17 AND SR 98),Coating,6.00,,2.60,6.00,1968,Rationale Code B (up to 0.25 sq-in),GSFC00110,GEC,4H,65.0,AIR,2D,25.0,AIR,,,,,,,COATING
SR 290 SILICONE - SR 98/SR 220 AS 1/1 BW,Coating,4.87,,1.42,4.87,1964,Rationale Code B (up to 0.25 sq-in),SRI10918,GEC,1H,125.0,AIR,,,,,,,,,,COATING
SR 529 SILGRIP SILICONE PSA,Adhesive,2.48,0,0.75,2.44,1976,Rationale Code B (up to 0.25 sq-in),GSFC07421,GEC,30M,25.0,AIR,,,,,,,,,,ADHESIVE
SR 585 SILVER FILLED SILICONE,Adhesive,2.09,0,1.00,2.00,1975,Rationale Code B (up to 0.25 sq-in),GSFC06679,GEC,,,,,,,,,,,,,ADHESIVE
SR 585 SILVER FILLED SILICONE ON SILVERED TEFLON,Adhesive,0.60,0,0.27,0.56,1975,Rationale Code B (up to 0.25 sq-in),GSFC06682,GEC,1.5H,38.0,AIR,,,,,,,,,,ADHESIVE
SR 585 SILVER FILLED SILICONE ON SILVERED TEFLON,Adhesive,0.28,0,0.14,0.26,1976,Rationale Code B (up to 0.25 sq-in),GSFC07709,GEC,12H,66.0,AIR,,,,,,,,,,ADHESIVE
SR 585/TOLUENE,Adhesive for Tape,10.37,,5.09,10.37,1970,Rationale Code B (up to 0.25 sq-in),GSFC01768,GEC,24H,25.0,AIR,,,,,,,,,,ADH FOR TAPE
SR 613-75 BUTYL,Elastomer,2.39,,0.39,2.39,1964,Rationale Code B (up to 0.25 sq-in),SRI12511,SIS,,,,,,,,,,,,,ELASTOMER
SR 634-70 BUTYL,Elastomer,1.40,,0.18,1.40,1964,Rationale Code B (up to 0.25 sq-in),SRI12512,SIS,,,,,,,,,,,,,ELASTOMER
SR 634-70 BUTYL O-RING STILLMAN RUBBER,O-Ring,0.93,,0.10,0.93,1970,Pass,GSFC01804,SIS,,,,,,,,,,,,,O-RING
SR 722-70 ETHYLENE-PROPYLENE,Elastomer,2.00,,0.85,2.00,1964,Rationale Code B (up to 0.25 sq-in),SRI12515,SIS,,,,,,,,,,,,,ELASTOMER
SR 722-70 ETHYLENE-PROPYLENE,Elastomer,0.98,,0.60,0.98,1964,Rationale Code B (up to 0.25 sq-in),SRI12516,SIS,24H,150.0,AIR,,,,,,,,,,ELASTOMER
SR 8020 PHOTOIM GREEN SOLDER MASK UV CURE,Solder Mask,0.91,0,0.01,0.86,1998,Pass,GSFC25756,DEX,,,,,,,,,,,,,SOLDER MASK
SR 8020 PHOTOIMAGEABLE GREEN SOLDER MASK FILM UV,Solder Mask,0.92,0,0.02,0.27,1994,Pass,GSFC21941,DEX,,,,,,,,,,,,,SOLDER MASK
SR 8100 PHOTOIMAGEABLE GREEN SOLDER MASK FILM UV,Solder Mask,0.34,0,0.01,0.16,1994,Pass,GSFC21937,DEX,,,,,,,,,,,,,SOLDER MASK
SR 8100R PHOTOIMAGEABLE GREEN SOLDER MASK FILM UV,Solder Mask,0.45,0,0.01,0.27,1994,Pass,GSFC21939,DEX,,,,,,,,,,,,,SOLDER MASK
SR 9000 PHOTOIM GREEN SOLDER MASK UV CURE,Solder Mask,1.22,0,0.02,0.82,1998,Pass,GSFC25759,DEX,,,,,,,,,,,,,SOLDER MASK
SR 98 SILICONE VARNISH,High T Coating,2.48,,1.61,2.48,1964,Rationale Code B (up to 0.25 sq-in),SRI10915,GEC,24H,150.0,AIR,,,,,,,,,,HIGH T COATING
SRD 5905 SILICONE COATED POLYESTER,Coated Fabric,0.89,,0.43,0.89,1964,Rationale Code B (up to 0.25 sq-in),SRI07209,MMM,,,,,,,,,,,,,COATED FABRIC
SRG 1810 SILICONE COATED GLASS,Coated Fabric,0.70,,0.39,0.70,1964,Rationale Code B (up to 0.25 sq-in),SRI07210,MMM,,,,,,,,,,,,,COATED FABRIC
SRGA 0214 SILICONE COATED ALUMINIZED GLASS,Coated Fabric,0.62,,0.34,0.62,1964,Rationale Code B (up to 0.25 sq-in),SRI07211,MMM,,,,,,,,,,,,,COATED FABRIC
SRT 10480-03 RED SILICONE,Damper,1.69,0,0.72,1.65,1988,Rationale Code B (up to 0.25 sq-in),GSFC17436,ZZZ,,,,,,,,,,,,,DAMPER
SS 4004 SILICONE PRIMER,Adhesive Primer,22.67,,7.87,22.67,1964,Rationale Code B (up to 0.25 sq-in),SRI06608,GEC,24H,25.0,AIR,,,,,,,,,,ADH PRIMER
SS 4004 SILICONE PRIMER,Adhesive Primer,0.40,,0.20,0.40,1964,Rationale Code B (up to 0.25 sq-in),SRI06609,GEC,24H,150.0,AIR,,,,,,,,,,ADH PRIMER
SS 4044 SILICONE PRIMER,Adhesive Primer,19.67,,8.02,19.67,1964,Rationale Code B (up to 0.25 sq-in),SRI06610,GEC,24H,25.0,AIR,,,,,,,,,,ADH PRIMER
SS 4044 SILICONE PRIMER,Adhesive Primer,1.05,,0.35,1.05,1964,Rationale Code B (up to 0.25 sq-in),SRI06611,GEC,24H,150.0,AIR,,,,,,,,,,ADH PRIMER
SS 4101 SILICONE PRIMER,Adhesive Primer,23.76,,7.35,23.76,1964,Rationale Code B (up to 0.25 sq-in),SRI06612,GEC,24H,25.0,AIR,,,,,,,,,,ADH PRIMER
SS 4101 SILICONE PRIMER,Adhesive Primer,6.72,,4.16,6.72,1964,Rationale Code B (up to 0.25 sq-in),SRI06613,GEC,24H,150.0,AIR,,,,,,,,,,ADH PRIMER
SS 4120 SILICONE PRIMER,Adhesive Primer,24.98,,14.60,24.98,1964,Rationale Code B (up to 0.25 sq-in),SRI06614,GEC,24H,25.0,AIR,,,,,,,,,,ADH PRIMER
SS 4120 SILICONE PRIMER,Adhesive Primer,2.00,,0.00,2.00,1964,Rationale Code A (up to 2 sq-in),SRI06615,GEC,24H,150.0,AIR,,,,,,,,,,ADH PRIMER
SS 4155 SILICONE PRIMER,Adhesive Primer,15.52,,0.00,15.52,1971,Rationale Code B (up to 0.25 sq-in),GSFC02551,GEC,1H,25.0,AIR,,,,,,,,,,ADH PRIMER
SS 4155 SILICONE PRIMER/F,Adhesive Primer,9.49,3,0.36,6.30,1987,Rationale Code B (up to 0.25 sq-in),GSFC16658,GEC,21D,25.0,AIR,,,,,,,,,,ADH PRIMER
SS 4179 SILICONE PRIMER/F,Adhesive Primer,13.90,0,0.36,13.84,1987,Rationale Code B (up to 0.25 sq-in),GSFC16660,GEC,21D,25.0,AIR,,,,,,,,,,ADH PRIMER
SS-0-1001 GRAY SILICONE SPONGE,Gasket,5.16,4,0.14,0.42,1987,Rationale Code B (up to 0.25 sq-in),GSFC16349,LAU,2M,204.0,SALT,,,,,,,,,,GASKET
SSP-1850C-30; THERMALLY CONDUCTIVE HEAT CURED SILICONE ELASTOMER,Rubbers and Elastomers,0.61,0,0.15,0.58,2018,Rationale Code B (up to 0.25 sq-in),GSFC36315,SSP,,,,,,,,,,,,,RUBBERS AND ELASTOMERS
SSP-1850C-30; THERMALLY CONDUCTIVE HEAT CURED SILICONE ELASTOMER - BAKED OUT,Rubbers and Elastomers,0.31,0,0.14,0.29,2018,Rationale Code B (up to 0.25 sq-in),GSFC36324,SSP,2H,120.0,1.00E-02,,,,,,,,,,RUBBERS AND ELASTOMERS
SSP-2426-30; SILVER PLATED ALUMINUM FILLED SILICONE,Rubbers and Elastomers,0.17,0,0.08,0.16,2018,Pass,GSFC36318,SSP,,,,,,,,,,,,,RUBBERS AND ELASTOMERS
SSP-2426-30; SILVER PLATED ALUMINUM FILLED SILICONE - BAKED OUT,Rubbers and Elastomers,0.13,0,0.08,0.12,2018,Pass,GSFC36327,SSP,2H,120.0,1.00E-02,,,,,,,,,,RUBBERS AND ELASTOMERS
SSP-550-45; SILVER PLATED ALUMINUM FILLED FLUOROSILICONE ELASTOMER,Rubbers and Elastomers,0.47,0,0.02,0.46,2018,Pass,GSFC36312,SSP,,,,,,,,,,,,,RUBBERS AND ELASTOMERS
SSP-550-45; SILVER PLATED ALUMINUM FILLED FLUOROSILICONE ELASTOMER - BAKED OUT,Rubbers and Elastomers,0.30,0,0.03,0.29,2018,Pass,GSFC36321,SSP,2H,120.0,1.00E-02,,,,,,,,,,RUBBERS AND ELASTOMERS
SSP848 BLACK SILICONE,Damper,0.21,0,0.05,0.11,1998,Pass,GSFC25852,SSP,24H,175.0,AIR,,,,,,,,,,DAMPER
ST 500 PINK POLYETHYLENE FILM,Antistatic Film,1.01,0,0.68,1.01,1985,Rationale Code B (up to 0.25 sq-in),GSFC14900,STT,,,,,,,,,,,,,ANTI STATIC FILM
ST 600 BLACK FILM,Antistatic Film,0.78,0,0.35,0.70,1985,Rationale Code B (up to 0.25 sq-in),GSFC14902,STT,,,,,,,,,,,,,ANTI STATIC FILM
ST 700 CONDUCTIVE GRID FILM,Antistatic Film,0.41,0,0.11,0.37,1985,Rationale Code B (up to 0.25 sq-in),GSFC14958,STT,,,,,,,,,,,,,ANTI STATIC FILM
ST 800 ALUM POLYETHYLENE BLUE TRANSPARENT,Antistatic Film,0.69,0,0.11,0.67,1985,Rationale Code B (up to 0.25 sq-in),GSFC15066,STT,,,,,,,,,,,,,ANTI STATIC FILM
ST-1200 PINK POLYURETHANE ANTI STATIC FOAM 1.2#/CUFT,Antistatic Foam,3.93,0,1.78,3.67,1988,Rationale Code B (up to 0.25 sq-in),GSFC17220,GWF,,,,,,,,,,,,,ANTI STATIC FOAM
ST-2200 PINK POLYURETHANE ANTI STATIC FOAM 2.2#/CUFT,Antistatic Foam,5.77,0,2.21,5.61,1988,Rationale Code B (up to 0.25 sq-in),GSFC17222,GWF,,,,,,,,,,,,,ANTI STATIC FOAM
ST-HSP PCDS TRANSFORMER STRAIN RELIEF PAD,Gasket Pad,0.53,0,0.21,0.49,1982,Rationale Code B (up to 0.25 sq-in),GSFC12499,ZZZ,,,,,,,,,,,,,GASKET PAD
ST-POLY ESD POLYMER,Sheet Material,0.34,0,0.01,0.22,1999,Pass,GSFC26188,CCY,,,,,,,,,,,,,SHEET MATERIAL
STA-STRAP SST CABLE TIE NATURAL NYLON ETHANOL WASH,Cable Tie,3.25,0,0.01,2.91,1976,Rationale Code A (up to 2 sq-in),GSFC07439,PAN,,,,,,,,,,,,,CABLE TIE
STAEDTLER LUMOCOLOR PERMANENT MARKING PEN (314-9B),Marking Pen,6.06,0,0.55,5.82,2007,Rationale Code B (up to 0.25 sq-in),GSFC30121,SDR,,,,,,,,,,,,,MARKING PEN
STAG SOLITE 20678 OVER STAG PREVOX 1766 PRIMER/F,Paint System,4.27,0,0.36,4.10,1983,Rationale Code B (up to 0.25 sq-in),GSFC12832,HAB,7D,25.0,AIR,,,,,,,,,,PAINT SYSTEM
STAINLESS STEEL ROD 303 SULFURIZED,Structural,0.01,0,0.00,0.01,1976,Pass,GSFC08009,ZZZ,,,,,,,,,,,,,STRUCTURAL
STAKING COMPOUND RCA LOW DENSITY,Staking Compound,0.73,,0.05,0.73,1972,Pass,GSFC04042,RCA,16H,25.0,AIR,4H,60.0,AIR,,,,,,,STAKING CPND
STAKING CPND RCA PINK EPOXY,Staking Compound,0.34,,0.02,0.34,1972,Pass,GSFC04069,RCA,1H,25.0,AIR,2H,60.0,AIR,,,,,,,STAKING CPND
STAKING CPND BLUE SOLITHANE 113/300 BASE,Staking Compound,0.43,0,0.06,0.30,1976,Pass,GSFC08057,IDE,7D,25.0,AIR,,,,,,,,,,STAKING CPND
STAND-OFF G-10 EPOXY/GLASS COMPOSITION,Stand-Off,0.10,,0.00,0.10,1974,Pass,GSFC05713,BPS,,,,,,,,,,,,,STAND-OFF
STANTHANE 817C-2 (FORMERLY CPR 17-2C),Foam,1.78,,0.00,1.78,1974,Rationale Code A (up to 2 sq-in),GSFC05829,ERP,12H,66.0,AIR,,,,,,,,,,FOAM
STANTHANE 817C-2 (FORMERLY CPR 17-2C),Foam,1.69,,0.02,1.69,1974,Rationale Code A (up to 2 sq-in),GSFC05831,ERP,24H,66.0,AIR,,,,,,,,,,FOAM
STANTHANE 817C-2 (FORMERLY CPR 17-2C),Foam,2.03,,0.03,2.03,1974,Rationale Code A (up to 2 sq-in),GSFC05833,ERP,6H,85.0,AIR,,,,,,,,,,FOAM
STANTHANE 817C-2 (FORMERLY CPR 17-2C),Foam,1.32,,0.00,1.32,1974,Rationale Code A (up to 2 sq-in),GSFC05855,ERP,4H,105.0,AIR,,,,,,,,,,FOAM
STANTHANE 817C-2 (FORMERLY CPR 17-2C),Foam,1.37,,0.01,1.37,1974,Rationale Code A (up to 2 sq-in),GSFC05857,ERP,2H,120.0,AIR,,,,,,,,,,FOAM
"Stanyl 46HF5040, PA46-GF40 FR(17), 40% glass reinforced, heat-stabilized, flame retardant, high flow, pellets",Molding Compounds,1.28,0,0.00,0.48,2022,Pass,GFC37108,DSM,24H,124.0,3.2x10ø?,,,,,,,,,,MOLDING COMPOUNDS
STAPH CHECK 6 FABRIC - LIGHT AQUA/WHITE VINYL,Packaging,27.16,0,17.11,27.07,1983,Rationale Code B (up to 0.25 sq-in),GSFC12880,HEQ,,,,,,,,,,,,,PACKAGING
STARCOAT 93-4 BLACK ACRYLIC EMULSION,Conductive Paint,1.28,0,0.07,1.18,1998,Rationale Code A (up to 2 sq-in),GSFC25867,PEI,7D,25.0,AIR,,,,,,,,,,CONDUCTIVE PAINT
STATFREE POLYETHYLENE STATIC DISSIPATIVE BAG CLEAR,ESD Bagging,0.32,0,0.05,0.00,2001,Pass,GSFC27508,PSS,,,,,,,,,,,,,ESD BAGGING
STATIC CONTROL TABLE MAT 8210 BROWN VINYL/FOAM,Static Control,37.60,0,23.66,37.53,1983,Rationale Code B (up to 0.25 sq-in),GSFC12868,MMM,,,,,,,,,,,,,STATIC CONTROL
"STATIC DISSIPATIVE FOAM, PINK, P/N 37710",Foam,1.35,0,0.01,0.44,2011,Pass,GSFC32491,DSS,,,,,,,,,,,,,FOAM
STATIC INTERCEPT 6110 POLYETHYLENE BAG BLACK OPAQUE,Package Material,0.20,0,0.06,0.20,1994,Pass,GSFC22294,EME,,,,,,,,,,,,,PACKAGE MATERIAL
STATIC INTERCEPT 6110 POLYETHYLENE BUBBLE WRAP BLACK,Package Material,0.27,0,0.08,0.27,1994,Pass,GSFC22297,EME,,,,,,,,,,,,,PACKAGE MATERIAL
"STATIC SHIELDING BAG, SCC1000, TRANSP, METALLIZED POLY COMP",ESD Bagging,0.18,0,0.03,0.12,2004,Pass,GSFC28741,SCS,,,,,,,,,,,,,ESD BAGGING
"STATIC SHIELDING BAG, ULINE MODEL S-3751 30 X 24",Static Shielding Bag,0.14,0,0.01,0.10,2009,Pass,GSFC31432,ULI,,,,,,,,,,,,,STATIC SHIELDING BAG
STATICURE ANTISTATIC FILM,Antistatic Film,0.31,0,0.07,0.31,1986,Pass,GSFC15570,MPH,,,,,,,,,,,,,ANTI STATIC FILM
STATICURE FR NYLON/STATICURE COATING,Antistatic Film,4.25,2,0.22,1.91,1988,Rationale Code B (up to 0.25 sq-in),GSFC17124,MPH,,,,,,,,,,,,,ANTI STATIC FILM
STATICURE FR NYLON/STATICURE COATING,Antistatic Film,5.10,2,0.22,2.76,1988,Rationale Code B (up to 0.25 sq-in),GSFC17710,MPH,,,,,,,,,,,,,ANTI STATIC FILM
STAYSTICK 282V NON-CONDUCTIVE EPOXY (SYRINGE),Staking Compound,5.05,0,0.01,4.80,2011,Rationale Code B (up to 0.25 sq-in),GSFC32980,CKS,2H,160.0,AIR,,,,,,,,,,STAKING COMPOUND
STAYSTICK 282V NON-CONDUCTIVE EPOXY (SYRINGE),Staking Compound,1.07,0,0.01,0.82,2011,Pass,GSFC32983,CKS,2H,150.0,AIR,12H,160.0,AIR,,,,,,,STAKING COMPOUND
STAYSTIK 571 SILVER FILLED CONDUCTIVE THERMOPLASTIC,Adhesive Film,0.43,0,0.08,0.29,1995,Pass,GSFC22858,ALP,5M,125.0,AIR,,,,,,,,,,ADHESIVE FILM
STEPANFOAM G-306 6#/CU FT WHITE,Foam,0.87,0,0.06,0.31,1979,Pass,GSFC10442,SCC,24H,25.0,AIR,4H,66.0,AIR,,,,,,,FOAM
STEPANFOAM H-402-N WHITE,Foam,9.92,0,0.01,8.95,1992,Rationale Code B (up to 0.25 sq-in),GSFC20905,SCC,3D,25.0,AIR,,,,,,,,,,FOAM
STEPANFOAM H-402-N WHITE,Foam,8.91,1,0.02,7.91,1992,Rationale Code B (up to 0.25 sq-in),GSFC20922,SCC,24H,25.0,AIR,24H,50.0,AIR,,,,,,,FOAM
STIXSO RR SODIUM SILICATE WATER GLASS,Locking Compound,0.57,0,0.01,0.50,1993,Pass,GSFC21178,PQC,2H,70.0,AIR,2H,120.0,AIR,2H,220.0,AIR,,,,LOCKING CPND
STIXSO RR SODIUM SILICATE WATER GLASS,Locking Compound,0.38,0,0.05,0.26,1993,Pass,GSFC21181,PQC,48H,25.0,AIR,2H,70.0,AIR,2H,120.0,AIR,2H,220.0,AIR,LOCKING CPND
STRAIN GAGE CEA-06-250OUT-350,Strain Gage,0.90,0,0.21,0.35,2009,Rationale Code B (up to 0.25 sq-in),GSFC31318,VIS,,,,,,,,,,,,,STRAIN GAGE
STRATASYS POLYCARBONATE PC10 - RAPID PROTOTYPE MATERIAL,Rapid Prototype,0.17,0,0.00,0.03,2009,Pass,GSFC31576,ZZZ,,,,,,,,,,,,,RAPID PROTOTYPE
STRATASYS POLYCARBONATE PC10 - SUPPORT MATERIAL,Rapid Prototype,0.10,0,0.00,0.03,2009,Pass,GSFC31579,ZZZ,,,,,,,,,,,,,RAPID PROTOTYPE
STRATASYS POLYCARBONATE PC10 MODEL MATERIAL,General Usage,0.14,0,0.00,0.02,2005,Pass,GSFC29488,SYS,,,,,,,,,,,,,GENERAL USAGE
